Temperature,Humidity,SleepScore
25.7,44.2,78.4
16.8,71.8,87.7
31.4,70.8,39.6
28.8,66.4,25.9
20.1,55.4,87.7
30.8,78.5,49.2
19.3,44.1,66.8
18.9,74.4,85.8
24.8,34.8,94.7
25.0,74.9,46.3
21.5,45.6,90.5
29.7,83.0,12.2
20.5,48.0,66.5
18.6,40.9,56.4
21.4,81.5,81.4
26.1,54.0,34.5
16.7,57.3,61.9
31.1,67.3,32.1
31.0,30.2,34.6
26.6,75.7,74.3
25.4,54.1,83.8
16.3,27.4,50.0
18.7,26.9,71.2
18.0,62.3,64.3
26.5,42.0,45.4
28.2,26.4,44.4
20.4,73.0,76.0
29.8,41.9,27.5
17.3,74.4,50.5
31.8,66.7,14.9
28.1,58.2,17.6
28.0,28.3,50.3
25.4,77.1,71.7
26.3,68.6,54.2
20.1,43.9,74.5
17.1,67.3,63.7
20.7,60.4,100.0
25.0,73.0,68.0
25.1,37.7,47.8
25.5,66.5,66.8
19.7,84.4,81.5
27.1,61.5,51.0
17.3,28.7,72.6
26.9,69.9,59.6
19.9,67.5,88.5
29.3,59.8,36.2
24.1,49.0,98.9
20.8,60.1,82.4
31.3,81.7,21.8
27.6,59.2,66.1
25.0,38.2,73.1
28.6,46.7,22.7
23.9,76.0,65.1
28.9,49.0,39.1
16.8,36.5,51.0
16.8,60.5,84.6
18.4,50.2,76.0
23.6,60.1,67.9
29.3,56.8,33.6
18.9,73.9,92.6
31.1,71.0,19.0
18.8,61.1,96.0
17.1,71.9,74.9
23.2,76.1,68.9
25.9,47.0,59.4
21.1,67.5,99.6
23.6,83.8,79.6
21.5,72.5,71.3
28.1,31.0,61.8
27.0,49.2,47.2
31.1,78.2,16.6
18.3,49.3,94.0
25.1,34.3,55.0
31.5,67.1,1.2
17.6,80.6,88.3
21.8,48.1,81.8
28.2,34.2,44.9
29.1,45.9,27.1
29.8,69.7,38.5
23.4,72.7,86.2
19.4,75.0,88.4
29.9,69.2,9.0
23.1,51.4,97.5
24.9,55.5,51.9
31.7,73.1,12.0
17.2,78.3,98.7
23.3,57.1,83.2
17.5,52.9,69.9
19.2,83.8,65.6
24.5,48.4,83.9
30.5,50.0,36.4
25.8,77.1,47.0
27.0,25.6,70.1
29.5,34.7,18.6
19.6,30.1,65.3
30.0,34.5,48.8
21.7,77.9,71.9
23.8,75.7,93.9
21.6,55.1,83.5
31.9,63.4,6.6
16.1,51.4,72.9
22.1,83.1,86.4
26.6,30.3,63.2
26.3,55.2,30.1
29.1,72.5,25.2
22.3,30.5,73.9
22.1,38.4,87.1
28.4,59.5,30.8
17.3,70.1,63.6
24.1,35.8,46.1
23.1,39.7,84.9
26.2,58.9,60.4
18.4,67.6,65.5
25.2,49.4,46.7
19.9,55.7,80.3
26.9,78.8,59.4
30.9,68.7,0.0
18.6,56.7,91.9
18.5,81.6,79.2
31.7,29.8,0.0
18.3,61.7,91.3
26.1,54.2,75.1
19.4,80.4,60.9
18.5,46.5,69.6
26.1,47.4,32.3
19.7,63.3,81.2
31.4,73.3,19.1
25.8,26.2,70.0
17.1,28.8,66.0
28.8,68.8,36.7
29.8,47.7,33.5
24.1,82.0,85.9
24.1,36.7,96.4
21.5,39.2,81.9
29.1,57.6,14.2
18.4,46.7,94.2
31.4,32.2,31.3
22.8,43.9,99.3
30.1,46.7,9.3
23.0,30.8,79.5
28.8,81.7,56.2
16.0,42.2,84.5
26.5,55.8,45.4
28.7,84.4,36.0
24.6,64.4,82.1
22.8,38.2,66.4
30.8,43.3,24.6
22.2,77.2,99.7
18.3,76.3,61.0
28.0,61.8,25.2
24.8,60.5,74.5
24.7,79.9,50.5
24.7,27.3,87.1
31.8,77.4,0.0
21.0,48.5,86.5
25.6,56.0,68.5
23.2,45.7,98.4
31.3,63.5,3.6
24.6,81.5,70.1
21.1,40.0,95.0
29.0,53.9,39.2
21.1,43.2,85.5
26.7,34.9,59.6
30.5,50.1,11.1
16.0,58.7,69.3
23.2,31.0,82.8
18.0,79.4,92.7
20.2,60.3,70.3
22.4,25.6,68.7
17.1,51.5,86.6
23.9,26.0,94.9
16.8,34.7,79.8
27.0,84.7,54.0
28.9,57.6,40.3
28.1,46.4,21.6
23.8,34.0,57.5
20.9,59.3,86.5
23.6,38.2,60.3
17.5,44.3,72.9
19.9,64.7,92.6
28.4,38.1,45.1
23.1,28.1,88.0
25.5,65.1,68.5
27.6,38.0,24.8
28.0,54.6,46.9
30.0,37.7,13.7
25.4,51.6,84.0
24.4,55.5,84.0
17.5,47.2,46.1
24.0,65.7,61.2
21.5,75.8,81.4
27.1,31.7,75.6
27.1,80.7,59.1
24.8,65.1,80.2
30.7,52.1,8.7
26.6,40.5,53.7
22.8,45.0,100.0
19.2,37.7,71.0
21.3,67.4,91.6
21.9,51.9,94.0
24.3,83.0,70.7
22.7,54.5,87.3
31.1,75.8,37.0
22.9,60.8,70.7
24.5,36.9,82.8
28.2,26.0,22.1
31.5,30.2,25.7
17.7,75.7,58.9
23.6,51.2,57.6
24.1,54.3,89.5
29.3,38.5,46.3
23.3,68.6,57.4
17.5,71.1,92.8
19.5,78.5,93.4
20.3,62.2,91.6
17.1,30.4,49.6
18.9,32.4,95.1
25.8,70.3,70.7
25.0,40.2,82.2
16.7,53.2,49.6
23.0,32.7,78.9
24.6,55.3,62.5
22.7,27.6,100.0
28.6,25.0,46.4
19.8,42.4,84.1
17.9,47.7,59.1
23.2,30.6,64.3
31.7,43.1,19.8
29.6,68.2,34.2
23.0,67.3,71.8
18.3,45.2,66.6
20.8,50.6,90.5
21.8,63.8,90.2
29.5,75.0,18.7
21.9,28.9,74.9
18.4,43.3,100.0
23.8,35.8,84.0
28.0,82.4,25.8
27.4,55.8,27.8
27.3,70.5,69.6
18.7,53.1,100.0
27.3,48.4,64.6
23.6,68.0,89.0
31.8,73.7,24.0
21.5,77.0,86.7
21.0,60.2,70.5
23.8,49.5,58.8
16.6,54.6,56.6
20.1,30.3,90.4
27.6,83.9,44.0
18.9,82.7,91.9
18.4,36.6,94.7
22.1,84.5,79.8
29.1,42.2,55.6
31.1,72.6,29.7
20.6,69.8,78.4
18.3,44.8,69.6
30.2,80.1,51.1
28.2,33.7,22.8
30.8,57.2,5.6
16.7,57.1,65.3
25.8,43.5,40.2
22.1,79.3,79.3
25.1,41.6,76.1
28.4,76.6,44.8
24.7,72.6,61.6
21.1,25.5,90.3
18.0,39.5,70.3
25.3,27.5,66.3
18.6,77.9,62.6
21.2,54.5,92.4
27.6,29.1,33.6
19.9,67.7,92.2
22.7,35.2,88.1
23.6,37.1,72.4
30.0,43.7,24.2
20.0,50.0,77.1
24.3,38.8,47.0
29.0,65.3,42.6
19.6,79.7,84.4
31.4,75.5,15.4
18.5,44.2,91.5
26.2,40.8,41.8
23.7,61.8,92.0
20.4,39.7,86.4
16.9,48.1,73.7
26.1,47.5,39.2
16.9,75.3,47.2
31.9,56.0,0.0
19.6,26.5,86.9
27.9,53.2,39.1
29.5,81.1,10.0
17.0,67.6,59.0
23.7,41.1,64.8
25.1,73.2,59.7
22.5,60.3,73.4
28.6,65.7,34.1
26.6,62.2,51.8
24.8,25.2,44.3
23.6,72.0,64.0
28.3,71.9,27.9
24.1,72.1,82.3
27.2,32.4,20.8
18.9,84.5,91.4
21.0,59.0,100.0
19.8,48.2,93.5
29.5,49.5,31.0
30.6,83.2,22.4
29.0,37.9,59.9
27.1,48.3,59.4
30.7,48.7,36.9
27.0,83.2,51.7
22.6,84.3,84.3
21.7,28.6,96.8
30.3,82.0,19.0
17.0,37.0,75.1
19.0,39.0,91.1
25.4,71.7,72.8
30.8,80.3,2.9
23.6,45.4,49.6
24.0,37.6,83.8
28.0,31.3,59.4
20.6,60.4,75.5
26.4,65.9,68.7
31.7,83.9,0.0
20.9,79.3,74.3
30.2,77.1,22.8
21.5,60.1,81.8
26.5,26.3,39.3
25.1,31.1,70.5
18.4,44.4,100.0
31.4,63.2,0.0
23.0,68.6,77.0
18.7,40.6,100.0
19.4,65.6,80.9
18.1,32.4,54.5
19.9,73.8,77.7
20.0,52.0,77.0
17.0,71.2,77.0
25.5,29.2,86.9
24.2,25.8,60.5
18.3,59.3,100.0
26.2,49.1,39.3
27.7,75.6,51.8
26.8,70.1,38.5
22.0,33.7,75.5
31.0,39.4,0.0
31.2,73.5,18.1
30.9,32.9,36.5
26.5,29.7,48.7
28.4,84.2,50.8
16.8,64.2,54.9
29.6,47.2,26.3
17.8,58.7,72.9
17.4,70.4,94.5
20.2,47.1,94.5
21.9,35.2,100.0
21.3,38.4,87.9
18.3,37.0,55.0
29.6,59.0,11.1
30.2,65.1,4.9
29.5,44.3,33.9
31.8,38.8,0.0
17.5,64.2,55.2
23.8,79.8,66.6
28.0,27.6,55.0
28.3,40.4,45.2
17.6,69.7,65.5
16.9,60.2,47.8
23.7,32.4,80.7
22.9,70.8,96.0
30.7,65.7,5.0
26.1,57.1,49.7
19.7,54.4,87.7
27.3,33.7,53.6
30.8,83.4,29.5
16.5,61.6,47.2
17.6,28.2,57.6
21.8,73.2,69.7
26.4,48.8,43.7
28.5,49.6,23.1
31.1,80.0,34.9
23.3,52.7,65.3
30.2,78.5,20.4
29.5,67.1,3.8
32.0,51.7,17.7
31.9,58.8,13.7
28.8,78.2,36.2
20.4,52.4,80.9
20.0,34.4,83.0
28.1,77.4,47.2
31.4,80.6,17.3
28.9,61.4,25.9
22.7,79.6,92.1
29.6,46.7,54.8
16.8,39.8,38.2
31.0,30.5,37.2
20.2,67.2,84.8
20.1,55.6,80.8
18.3,48.0,69.5
30.6,53.4,51.8
29.5,51.8,23.8
22.3,69.4,91.8
28.6,39.2,16.8
27.8,84.3,57.9
22.3,42.0,94.9
21.8,53.9,85.4
22.2,53.8,97.2
27.8,73.9,39.5
17.3,31.8,58.6
16.7,44.4,64.5
26.6,52.6,62.6
31.2,50.1,3.3
29.6,36.0,25.1
29.2,62.8,45.9
23.1,61.8,99.6
30.7,67.0,32.1
20.0,41.8,74.8
29.0,45.0,25.0
27.5,27.5,65.2
31.5,36.7,0.0
30.4,62.4,45.0
26.4,39.1,73.9
25.1,56.5,51.8
30.1,54.9,24.1
16.4,39.6,83.3
22.8,63.9,75.9
24.2,60.6,61.2
17.4,79.4,76.6
22.3,58.7,79.0
22.1,30.5,90.4
24.0,80.1,86.3
16.6,28.7,51.8
18.6,75.8,93.7
21.4,43.0,86.8
16.4,81.3,89.2
21.4,52.9,87.7
16.9,56.9,66.4
30.0,32.0,39.4
27.2,47.0,37.7
18.7,49.8,53.9
17.5,26.3,49.2
18.8,44.7,59.5
20.3,65.9,79.8
18.1,72.8,63.4
21.9,62.2,76.4
17.7,74.7,57.3
18.5,52.7,75.2
22.6,59.6,80.6
31.4,28.6,20.7
25.2,65.5,47.5
18.2,83.3,75.9
29.6,34.8,5.0
25.0,38.1,50.9
24.1,32.1,88.2
19.7,70.5,80.1
30.9,60.0,0.0
26.2,59.7,60.0
26.7,43.4,70.3
24.0,53.7,67.0
22.3,47.9,65.5
22.5,74.1,82.6
19.6,66.8,86.1
28.5,54.4,39.1
27.0,52.8,41.2
26.9,41.8,40.1
25.1,84.3,82.2
25.5,35.7,72.1
31.0,62.8,7.9
22.9,50.9,93.1
23.1,56.7,91.1
16.3,69.9,73.3
30.1,28.4,20.2
31.8,47.6,0.0
19.2,53.2,100.0
22.3,62.8,72.2
26.4,80.7,26.9
30.1,69.7,17.0
30.2,55.8,8.9
21.0,79.3,74.5
31.8,73.8,33.8
30.0,65.3,33.0
23.4,70.1,98.2
24.9,62.2,54.8
31.8,27.4,10.1
16.3,74.6,65.3
31.6,50.0,23.8
20.9,66.3,78.1
22.0,57.9,94.2
20.8,83.7,88.7
24.4,26.0,96.5
27.4,61.6,29.0
17.8,76.8,44.8
28.9,67.8,39.4
21.2,43.1,86.6
17.4,82.3,70.7
18.1,41.7,70.2
25.4,59.7,79.1
26.5,34.7,77.2
17.3,43.4,60.4
19.3,75.6,100.0
27.6,82.1,64.8
19.2,71.8,96.7
28.7,78.3,20.4
31.9,54.0,0.0
23.2,46.5,100.0
29.4,84.8,15.3
27.6,29.1,52.0
23.4,73.6,84.0
20.7,81.5,78.4
31.7,74.4,27.4
20.3,64.1,95.6
16.8,55.3,74.1
27.8,66.3,37.2
23.9,68.6,80.4
19.6,61.1,98.1
30.1,74.9,35.3
27.9,73.7,23.2
22.7,29.0,86.0
20.2,51.0,92.9
24.8,31.7,90.1
28.9,51.8,48.4
28.4,78.0,29.3
30.3,50.7,16.1
26.6,53.9,55.8
20.8,49.3,95.0
31.8,83.7,0.0
25.7,46.1,59.4
19.6,27.8,84.4
29.9,27.5,17.5
20.5,26.6,81.8
17.5,59.8,67.7
17.7,69.6,79.3
23.5,73.2,87.2
29.5,82.1,42.2
16.0,39.5,66.2
30.7,26.8,38.3
24.5,69.3,47.0
24.6,41.5,91.7
23.5,50.6,67.6
30.7,78.5,37.2
18.4,43.3,91.5
26.9,82.7,43.1
27.8,42.3,56.6
20.3,74.9,98.6
28.3,42.3,36.4
22.5,81.4,73.0
30.7,46.0,23.4
22.6,55.7,56.3
28.9,62.8,19.1
26.7,48.2,57.5
21.3,59.7,89.4
19.8,52.9,100.0
18.9,76.9,52.3
30.6,71.1,49.0
26.0,34.9,38.6
23.2,63.3,92.2
20.3,68.5,84.9
25.4,79.8,47.1
26.3,61.4,73.4
23.9,76.4,75.7
26.3,29.1,45.1
18.3,42.1,82.4
18.8,35.0,69.2
23.5,50.1,73.0
27.3,56.4,36.4
25.5,32.7,82.6
30.0,46.2,15.0
29.5,46.3,47.5
31.0,38.1,15.5
28.1,69.2,43.6
17.7,60.4,92.7
18.9,64.2,69.9
26.8,57.1,23.5
24.2,45.4,92.8
17.3,62.8,96.3
18.6,56.2,69.6
26.3,45.1,52.6
21.6,55.9,77.9
29.2,36.0,20.6
29.0,61.4,52.6
20.9,49.3,83.3
29.1,36.9,51.1
17.9,67.0,77.7
24.6,73.6,66.8
26.2,43.5,55.0
22.0,48.0,98.5
26.6,32.4,70.8
18.2,26.2,76.3
24.5,58.4,58.3
25.4,60.1,90.6
31.8,72.9,26.7
21.8,72.3,82.7
23.7,80.9,91.8
18.2,74.6,73.7
31.6,49.8,0.0
26.9,58.3,62.3
24.9,49.1,69.5
20.3,48.4,67.7
22.5,35.6,98.0
17.4,69.2,89.0
31.6,78.6,37.5
26.9,65.6,39.2
27.0,56.9,60.6
26.8,30.0,70.8
28.2,33.8,56.8
28.2,70.8,62.9
23.1,28.6,79.8
24.0,77.0,53.3
28.9,77.1,29.1
23.7,48.5,81.4
19.0,53.2,91.1
27.4,38.3,23.0
26.9,55.4,59.2
20.1,81.2,91.9
29.4,39.2,22.9
31.8,62.7,0.0
23.4,55.0,56.7
30.7,43.0,45.4
28.5,35.6,41.6
28.5,33.7,41.1
19.9,47.9,97.8
17.8,64.0,96.0
26.6,39.0,58.6
16.8,47.7,93.2
29.9,79.9,21.2
19.5,29.7,84.3
17.8,31.8,75.7
24.5,49.0,73.1
27.8,31.4,35.8
21.6,47.7,83.4
26.8,83.3,62.6
21.3,50.2,100.0
31.7,63.5,0.0
23.8,56.6,99.8
30.8,27.0,37.2
19.5,33.6,76.4
24.9,61.4,58.0
30.9,35.0,7.2
16.0,37.6,42.7
23.0,80.6,68.6
28.3,29.6,22.8
20.9,73.4,83.1
18.7,37.7,57.3
26.9,62.7,71.3
27.2,26.0,52.3
18.8,52.7,73.0
22.3,49.9,66.5
16.3,39.8,89.4
23.3,79.7,84.7
26.0,34.9,59.5
26.7,76.7,35.9
19.5,34.0,81.8
27.5,36.7,64.9
21.9,29.4,82.9
27.5,25.3,46.8
31.7,64.0,0.0
16.6,64.2,55.2
21.5,54.8,88.3
24.0,27.6,88.4
21.4,56.7,100.0
31.8,78.7,3.9
30.8,71.1,17.8
29.7,69.1,54.0
18.1,62.5,72.7
18.4,28.1,90.1
21.0,70.6,89.9
30.7,52.6,11.1
21.2,32.3,91.2
25.7,68.2,81.5
27.3,31.2,39.2
27.5,73.8,39.0
22.2,63.7,95.0
21.8,29.7,92.7
18.6,59.6,86.4
24.5,45.6,73.4
22.2,45.1,72.1
25.4,46.6,74.2
26.1,25.0,42.7
29.3,59.2,43.8
25.3,29.9,49.4
28.8,51.1,33.7
25.6,42.4,49.1
19.4,82.2,94.1
22.1,57.5,75.2
16.5,41.1,66.9
31.2,30.5,28.6
29.4,39.2,55.7
18.8,46.5,62.8
17.3,83.1,74.3
28.5,51.7,56.9
28.5,63.6,46.5
25.6,34.8,50.0
16.4,74.4,75.2
30.0,43.4,6.3
31.0,69.4,6.1
20.6,74.3,88.2
31.6,61.6,16.0
21.7,37.2,66.3
16.5,41.4,57.5
27.4,55.6,41.7
24.4,60.9,60.1
28.4,66.8,19.2
30.7,45.4,44.0
29.6,50.6,22.7
18.7,57.6,100.0
18.7,70.8,59.2
20.1,53.5,76.7
17.5,27.4,76.2
26.8,56.7,70.6
16.6,30.6,89.5
22.3,38.5,94.6
29.3,44.3,11.4
31.0,77.3,23.0
20.7,52.9,76.7
27.3,75.4,33.2
23.0,68.8,91.8
22.6,30.8,85.4
23.9,31.9,52.9
19.1,74.7,93.0
22.2,55.0,71.6
20.8,31.0,92.6
22.3,31.0,77.3
27.7,64.7,73.7
18.0,57.8,66.4
26.9,50.2,72.2
30.6,28.8,5.0
26.9,36.4,26.9
31.9,62.3,1.6
17.6,28.4,64.4
20.7,82.9,94.4
19.6,82.6,79.8
25.5,60.9,66.0
24.0,53.7,100.0
25.2,32.9,71.2
24.8,39.6,93.6
17.8,64.4,47.3
16.6,32.9,70.2
31.5,57.5,17.9
25.5,27.1,86.5
29.2,70.3,48.5
22.9,55.3,83.8
21.6,59.2,76.2
20.8,73.8,99.9
17.8,37.6,79.1
22.7,72.9,100.0
21.2,59.1,97.5
22.5,84.7,67.4
25.8,52.2,82.2
20.5,29.5,85.4
30.6,71.9,4.8
24.1,41.4,62.4
31.0,74.1,0.0
31.3,42.8,39.7
22.3,42.9,91.4
16.7,71.2,52.5
24.7,49.5,49.2
17.5,83.7,57.2
26.9,63.8,54.7
18.1,83.7,76.8
27.0,30.5,53.2
20.3,70.6,100.0
23.4,31.0,67.5
28.1,27.2,24.0
17.2,57.2,80.7
29.4,64.6,39.6
30.0,34.8,0.0
16.8,36.1,88.7
24.4,39.8,51.5
30.2,80.1,28.3
31.8,34.3,3.4
28.6,28.2,22.7
21.9,73.2,92.5
28.7,36.2,47.1
25.5,50.0,69.8
18.6,78.4,82.9
23.6,66.6,82.6
24.8,73.3,52.4
18.4,74.9,90.1
30.5,41.3,2.4
22.4,74.1,69.5
28.2,82.4,39.5
17.5,77.6,90.6
28.0,74.8,26.6
30.4,54.7,37.2
26.7,76.9,36.6
22.4,30.2,96.7
26.5,70.2,76.5
24.1,70.5,57.9
17.6,83.3,61.9
16.1,73.4,33.7
27.0,36.0,25.7
18.0,63.5,85.6
24.8,72.7,78.3
25.0,76.3,64.2
19.9,71.2,89.2
23.1,50.5,91.5
29.4,78.2,8.6
27.9,80.7,67.1
21.2,51.1,89.6
18.3,46.5,89.1
22.2,28.1,95.8
19.3,43.4,90.3
17.3,38.9,69.7
28.9,38.6,49.4
28.7,39.2,9.6
30.3,79.2,15.4
21.1,80.4,79.8
31.7,82.3,6.9
26.4,80.0,33.8
22.2,40.5,81.9
17.7,35.0,84.5
26.2,66.8,71.4
21.4,76.7,79.2
22.4,54.9,98.8
30.6,26.9,18.9
24.8,48.5,68.5
26.7,28.7,72.4
29.3,26.2,16.7
30.5,45.9,20.1
29.0,33.2,32.9
28.6,44.8,22.1
22.5,68.4,97.9
16.4,64.8,58.5
21.0,67.5,83.9
30.4,52.8,26.7
31.3,63.0,35.9
27.1,35.1,57.9
30.8,42.7,16.2
26.9,65.5,55.3
23.1,28.0,86.5
31.6,60.5,37.3
22.8,68.4,100.0
22.5,79.1,93.5
24.0,54.2,57.1
31.8,79.9,0.0
20.8,42.7,81.9
16.6,54.8,77.4
26.3,38.5,42.5
20.1,54.9,91.3
21.4,60.0,77.3
21.7,68.5,88.4
28.6,58.6,43.0
25.1,25.3,38.0
25.6,71.1,50.6
29.4,42.3,40.6
28.3,41.4,68.5
29.5,33.9,20.8
24.7,29.6,76.6
19.7,26.0,70.4
29.7,55.3,39.6
24.8,73.9,83.8
22.1,74.4,98.1
23.6,56.1,60.2
30.2,81.7,22.5
27.0,28.5,42.0
22.6,84.3,70.0
22.3,38.0,94.8
20.6,65.3,80.8
19.7,37.7,68.8
19.4,82.5,83.2
23.0,48.8,69.0
30.9,47.1,0.0
20.1,77.0,64.4
30.2,29.9,5.6
20.1,78.7,94.2
16.8,40.9,36.0
23.4,46.1,53.0
16.3,36.4,69.5
21.2,56.6,98.7
18.4,50.6,80.7
31.9,59.2,0.0
21.8,82.3,78.5
22.6,25.3,76.6
26.7,55.0,66.2
23.4,45.9,88.4
22.6,34.8,94.1
27.3,26.1,44.8
26.0,84.6,46.4
20.8,64.6,76.7
23.5,80.0,77.9
20.8,43.5,76.4
20.0,30.2,77.5
30.2,46.2,25.5
28.2,75.5,69.0
30.9,84.5,3.1
20.4,38.5,91.5
16.3,35.8,58.2
30.3,74.4,26.7
30.5,63.8,19.3
18.0,83.2,87.3
27.0,41.8,62.2
17.2,43.9,79.3
21.6,72.7,89.3
19.2,69.6,91.7
19.5,28.2,87.8
19.9,79.6,87.8
19.8,59.4,81.3
17.3,40.1,65.2
21.7,74.4,76.5
27.6,43.8,41.7
27.4,75.2,52.0
21.1,34.9,90.0
31.0,71.0,2.4
25.3,50.4,35.4
18.1,44.5,79.2
23.7,35.9,95.3
31.2,41.2,0.0
18.3,34.0,67.8
24.7,80.7,75.2
26.7,62.1,66.9
28.0,67.4,56.5
17.7,78.6,61.4
22.7,36.2,97.7
21.1,52.1,79.7
29.3,32.2,55.0
29.3,39.9,43.1
22.9,41.5,72.2
18.3,79.5,78.0
27.5,57.2,58.7
23.3,56.9,60.1
26.7,47.5,76.8
30.4,50.2,23.0
23.4,46.5,81.3
28.2,61.3,38.3
26.1,58.6,70.7
18.3,46.4,78.9
25.1,52.1,41.9
31.9,51.2,5.3
23.6,81.8,62.6
18.0,63.5,80.3
28.8,66.4,28.1
31.1,47.3,41.1
19.5,60.0,83.3
22.2,82.4,70.3
31.1,59.6,27.5
29.5,51.8,13.6
16.6,81.6,61.9
23.5,44.0,99.7
18.3,58.9,96.7
19.5,37.8,80.5
17.3,63.5,68.2
22.6,25.4,94.2
31.8,32.9,35.0
16.7,47.7,71.4
19.3,79.7,73.8
23.9,57.9,57.2
26.5,32.1,44.0
25.3,66.5,58.4
29.0,30.0,47.5
21.6,62.1,76.8
19.8,79.2,88.7
16.7,60.6,46.6
23.0,81.7,67.6
26.0,44.7,70.9
26.3,67.3,48.1
25.2,58.5,58.1
31.8,49.9,0.0
26.3,70.8,41.6
21.9,59.4,95.0
21.8,32.3,90.9
24.1,84.1,80.9
22.3,33.3,98.7
25.3,63.3,44.1
29.4,76.1,33.7
20.7,52.4,76.8
16.0,61.7,44.2
24.4,76.9,81.0
18.7,67.4,91.8
30.6,38.5,14.4
30.4,51.0,47.0
23.4,30.0,52.2
26.4,76.0,35.7
30.6,78.0,30.1
29.1,72.0,37.5
31.9,27.7,11.1
16.6,42.8,53.4
25.9,81.7,64.7
19.0,26.6,100.0
16.0,62.7,31.5
19.8,60.8,100.0
18.2,55.6,58.9
23.8,63.6,81.8
26.7,73.2,37.7
26.5,37.7,48.2
30.2,36.2,36.0
25.3,56.6,51.2
17.8,78.8,99.9
24.9,38.6,87.5
17.6,29.1,71.0
31.9,26.5,0.0
31.9,68.9,22.1
21.5,73.2,96.9
25.7,36.2,38.4
23.7,68.9,66.2
29.8,51.4,44.6
20.1,48.9,78.3
27.1,80.7,75.7
19.2,73.3,91.4
28.2,39.7,43.3
27.2,33.4,33.2
22.6,61.6,64.2
24.5,33.6,44.8
30.6,37.0,28.0
28.8,27.1,59.0
17.0,32.5,60.9
30.0,31.2,42.9
26.4,37.0,74.7
17.3,71.0,71.3
28.1,29.3,65.1
18.7,28.4,65.3
26.6,76.3,65.9
29.4,36.1,43.6
30.4,58.7,3.3
21.2,38.4,76.4
18.2,31.1,81.8
31.4,84.5,28.5
28.3,30.4,38.1
30.4,29.7,40.3
27.8,83.6,34.3
24.5,67.7,49.4
20.4,37.9,78.7
31.3,74.5,23.6
24.0,66.6,64.8
29.4,43.8,47.4
18.0,27.2,88.3
26.2,34.0,42.5
24.4,57.6,56.1
17.5,32.6,82.3
24.7,66.7,92.7
31.4,26.3,36.8
24.5,65.6,62.5
28.8,68.7,21.8
31.9,34.7,31.5
24.6,32.3,59.1
29.8,37.3,26.1
17.7,29.9,65.6
27.3,41.8,48.5
25.6,79.3,76.0
25.1,62.5,82.0
29.5,31.7,51.4
16.8,84.5,85.1
24.5,64.4,88.3
23.1,33.0,78.6
21.9,29.5,75.3
17.1,48.8,56.0
19.1,42.5,75.2
30.9,66.7,19.6
31.8,64.7,43.6
18.0,79.4,77.4
21.0,74.6,91.1
20.0,49.4,88.9
24.1,76.6,94.3
20.1,83.7,98.3
29.2,42.2,34.9
26.6,80.2,71.1
28.0,81.5,43.7
30.8,77.4,32.4
29.8,40.0,26.2
31.1,78.8,2.7
27.6,49.4,42.9
