Temperature,Humidity,SleepScore
27.6,40.7,75.6
26.6,63.2,75.0
23.9,69.3,88.4
29.8,47.8,77.8
31.0,46.0,72.8
19.0,67.1,80.3
26.6,48.0,88.4
16.7,70.9,70.8
16.5,42.2,82.7
18.7,83.8,77.3
20.2,27.7,82.1
24.4,46.8,93.4
19.8,77.2,77.1
27.0,51.3,85.3
29.8,69.0,68.3
24.2,36.2,82.2
20.5,80.3,78.7
30.0,64.2,65.0
25.3,73.7,75.6
23.9,76.3,83.7
29.2,63.9,67.5
27.1,83.7,63.7
25.4,79.2,79.2
27.3,40.4,79.5
27.9,69.4,70.8
27.9,71.2,75.7
29.1,56.4,79.3
27.3,29.5,76.9
19.2,79.5,81.1
16.3,45.8,77.5
30.8,55.3,74.7
17.0,80.4,71.9
28.8,52.5,73.2
25.0,76.4,78.9
23.7,30.5,87.7
28.6,66.5,69.4
29.7,58.0,74.5
22.0,40.5,99.9
26.4,74.6,72.6
30.8,38.8,70.2
17.4,65.3,75.4
27.8,59.7,77.1
27.4,72.8,74.9
28.4,61.7,78.2
23.7,62.1,89.2
22.5,76.6,86.9
29.4,44.7,76.7
17.6,65.7,74.7
27.5,27.4,72.8
16.7,36.8,74.4
29.5,41.7,68.7
27.2,41.2,80.5
25.6,75.5,77.2
23.6,68.1,89.5
16.4,32.5,72.1
28.3,37.0,73.2
29.9,45.9,76.7
31.9,32.8,56.4
27.5,33.2,78.3
31.2,79.9,60.7
24.2,58.2,93.2
24.2,48.5,94.7
18.3,25.4,72.8
21.1,51.6,92.9
25.9,33.8,76.5
20.9,70.7,85.1
30.2,83.5,63.1
19.4,30.0,83.6
24.7,70.9,77.7
17.8,48.1,88.1
30.3,54.4,70.9
17.7,42.1,82.1
31.3,66.5,62.0
16.7,81.2,68.7
19.7,30.4,84.6
27.3,55.2,83.5
22.4,35.7,92.6
31.1,65.7,61.1
23.5,43.7,97.2
21.1,50.7,96.5
17.4,84.8,70.0
27.0,75.3,68.8
19.3,80.7,80.8
17.4,76.9,73.6
28.0,36.4,75.0
22.7,63.2,92.6
21.2,75.5,88.7
28.1,35.9,73.0
18.8,34.8,78.2
31.8,48.9,65.0
17.2,29.8,76.6
21.3,55.0,93.9
30.3,78.3,55.9
18.8,32.6,84.7
26.4,77.5,72.8
18.0,55.3,81.3
19.0,54.5,90.6
30.3,65.8,69.2
31.8,48.2,65.7
19.8,61.1,87.7
31.2,26.8,61.6
18.8,70.9,81.8
25.3,73.0,77.6
30.6,37.9,69.4
18.5,25.5,74.3
20.4,66.1,83.4
28.3,51.5,80.9
21.8,59.0,97.9
22.2,68.2,86.4
27.3,64.4,78.1
19.9,32.2,87.0
21.8,76.5,88.6
20.9,45.1,95.3
28.5,55.7,74.0
24.2,67.8,80.8
28.3,82.4,60.9
19.0,34.0,84.6
22.1,35.0,90.5
21.9,83.1,82.8
29.5,29.5,65.5
19.6,42.7,93.4
29.1,42.5,78.8
30.6,30.7,61.7
30.3,66.6,71.0
27.6,66.4,76.0
26.1,72.1,78.6
19.5,52.3,90.4
18.2,54.4,89.9
29.3,25.1,61.4
19.5,29.5,81.4
21.1,73.2,83.1
23.9,56.6,91.2
29.3,39.9,67.8
27.2,32.7,71.6
17.6,80.4,68.8
30.3,52.8,73.4
24.8,57.3,85.8
25.3,27.5,77.7
27.4,67.8,71.6
17.8,52.1,85.2
18.8,79.3,72.5
25.3,78.3,79.8
18.5,52.6,84.5
19.9,27.5,87.1
17.8,56.6,82.3
27.9,79.8,67.4
31.1,77.2,62.1
17.2,82.3,68.8
31.1,26.8,55.8
31.7,33.6,63.8
31.3,36.7,68.7
28.2,28.8,68.7
20.6,84.2,78.2
26.1,41.4,79.1
29.5,59.7,69.5
30.9,32.1,65.5
31.1,57.3,67.3
19.7,61.8,88.0
19.8,44.1,91.1
16.9,75.0,73.9
23.4,30.8,89.9
30.3,51.3,76.8
22.4,63.2,90.9
20.2,70.2,80.1
25.8,69.9,80.3
26.9,34.3,80.9
21.9,65.0,97.1
26.4,45.4,80.7
16.0,77.3,70.6
29.0,47.6,73.5
28.0,77.3,67.5
21.0,32.6,90.1
22.1,31.6,95.7
20.4,41.4,94.4
23.3,71.5,88.7
21.2,43.4,94.5
19.9,65.4,89.0
26.2,79.7,72.7
25.5,53.3,82.6
31.9,74.6,54.2
18.0,45.5,88.5
31.9,31.6,60.8
22.7,71.2,91.7
25.7,68.8,78.4
28.7,34.1,75.4
27.0,33.4,74.0
19.8,58.9,87.4
27.1,71.2,75.4
25.9,70.6,81.5
27.6,73.5,66.7
24.3,42.3,90.1
18.5,68.6,77.2
19.7,80.3,77.1
31.3,74.6,60.8
19.8,27.7,84.7
17.7,62.8,78.6
20.7,54.4,91.8
16.7,58.4,83.7
21.5,84.3,79.1
28.1,50.6,78.8
29.0,64.6,70.4
17.2,53.9,81.1
17.3,61.2,82.0
18.1,34.8,76.9
19.4,83.6,75.7
32.0,27.9,59.9
18.3,71.5,76.0
16.7,63.4,72.2
26.0,67.9,82.4
20.7,74.9,82.6
27.7,66.2,77.3
22.8,61.0,96.0
27.5,49.2,84.3
27.2,36.1,80.3
28.1,72.6,73.2
30.2,58.8,75.0
16.5,45.6,75.9
29.4,59.7,76.0
25.7,36.8,79.8
20.1,62.4,88.5
24.5,48.6,93.7
26.4,83.3,69.5
32.0,28.5,57.7
19.6,36.7,86.2
24.3,39.3,92.2
26.5,61.2,77.2
23.0,44.9,97.6
25.9,77.8,77.2
22.5,84.8,81.2
29.1,69.0,71.4
16.5,52.6,82.6
24.8,61.0,86.6
26.5,41.6,83.1
28.9,36.2,76.3
29.8,60.4,73.8
21.2,62.3,95.1
24.8,71.8,78.0
17.2,26.5,74.2
20.0,48.2,92.0
31.5,74.5,62.2
27.7,39.3,78.8
27.6,65.5,72.1
16.9,43.3,79.1
16.4,82.3,68.2
29.4,25.2,69.3
23.3,46.6,94.6
18.2,45.5,89.3
18.7,32.8,81.2
22.9,77.5,80.5
30.7,61.9,64.1
21.8,37.8,88.9
18.5,46.3,82.6
26.1,38.2,82.8
20.4,56.9,95.1
28.8,70.0,71.1
30.5,32.3,69.9
26.0,29.7,77.2
26.8,50.4,79.9
24.1,64.0,85.9
22.1,40.1,91.2
22.8,36.8,95.1
17.4,25.6,78.5
24.8,56.2,89.2
16.0,25.8,74.5
21.7,29.9,88.0
20.4,42.2,89.9
20.9,39.6,88.0
25.6,80.9,72.4
19.2,77.9,82.1
26.6,42.8,77.9
22.7,61.1,95.7
30.7,35.6,63.0
24.6,61.5,88.4
20.5,48.7,96.4
27.2,26.0,68.4
17.6,29.8,77.3
20.4,66.2,92.0
20.4,70.4,80.2
25.8,80.5,68.7
18.5,42.8,87.5
21.6,83.8,87.3
17.0,69.0,79.9
24.7,45.7,93.7
29.0,77.0,65.8
23.4,51.9,97.7
24.4,42.3,93.6
18.0,58.4,86.8
29.2,69.0,65.9
31.6,68.5,61.0
17.0,41.7,82.1
17.4,41.3,78.1
29.3,75.7,60.0
22.1,77.5,91.3
21.3,75.9,83.6
24.0,66.7,88.8
23.8,74.1,82.0
25.9,84.0,69.6
24.6,80.9,77.9
25.7,63.6,79.1
16.6,78.1,68.7
28.3,72.0,72.0
24.7,43.9,91.3
19.3,61.9,89.3
16.1,32.4,77.7
22.6,52.2,95.3
22.6,64.6,86.8
19.1,67.8,79.2
31.5,63.6,66.0
21.6,31.6,92.2
22.3,29.5,90.0
23.7,69.3,90.1
23.4,54.0,92.3
22.0,44.0,99.9
16.5,78.4,65.5
23.1,59.3,93.9
24.0,52.2,95.3
28.8,50.0,78.1
28.4,62.2,75.4
16.8,35.9,80.8
28.3,29.6,65.9
23.2,53.5,92.3
26.2,71.8,74.4
26.3,61.4,84.7
19.6,56.8,90.0
22.1,75.2,86.1
29.5,68.7,67.7
23.7,63.2,88.4
25.8,50.8,83.0
19.7,36.8,85.7
25.4,68.3,80.5
28.0,47.4,84.6
17.6,65.0,74.8
30.0,48.4,74.2
29.0,32.7,65.6
25.8,49.9,85.8
17.3,61.8,80.6
17.3,56.3,79.3
17.4,36.6,82.6
18.0,72.9,80.4
31.9,60.2,62.1
23.0,44.7,98.1
16.3,35.2,71.3
24.9,50.0,86.0
25.6,74.6,76.9
27.7,28.1,68.0
23.2,51.9,94.2
20.2,41.7,87.6
16.3,50.9,86.4
21.4,75.0,88.5
30.5,45.3,69.7
17.2,77.8,68.7
31.7,83.5,55.2
25.0,81.2,70.6
31.5,72.4,62.9
24.9,81.0,75.0
19.7,43.1,87.5
16.1,60.4,78.8
31.4,52.0,68.3
30.5,46.5,68.1
24.6,65.0,81.2
26.8,63.6,77.2
29.9,78.7,61.4
19.1,47.1,92.9
26.7,55.3,82.3
23.5,25.9,82.6
29.4,76.2,66.3
26.8,67.4,73.1
16.7,66.3,71.7
21.8,79.8,86.9
17.4,73.9,77.0
22.3,58.3,95.1
28.7,26.6,70.3
28.7,68.5,70.1
27.4,36.6,72.3
20.6,63.0,91.6
21.0,57.9,90.7
29.1,77.1,67.8
29.8,25.6,64.1
26.7,61.8,79.0
26.5,50.0,83.7
26.3,39.7,78.4
31.8,46.9,69.4
19.7,53.3,89.2
26.6,81.4,70.2
29.0,36.0,70.9
16.2,45.7,75.9
31.2,41.2,66.9
29.2,72.5,63.4
19.0,29.1,77.4
25.9,26.7,79.3
18.4,56.7,85.5
17.8,58.6,81.9
19.3,77.2,78.9
22.6,44.6,94.3
22.5,39.4,90.5
31.1,48.6,67.7
17.2,43.8,84.0
17.1,30.3,74.5
25.0,50.7,88.3
20.0,28.8,84.9
26.9,69.7,71.7
16.2,77.8,68.2
23.1,63.3,91.1
17.8,43.6,88.5
26.9,43.2,76.9
27.1,31.8,77.0
28.0,60.7,71.7
18.2,61.6,81.1
30.1,55.0,74.0
29.6,81.7,63.2
17.3,78.6,67.5
25.7,83.2,71.7
22.3,53.7,94.6
25.9,54.1,83.5
26.8,27.4,78.9
27.3,79.9,65.0
21.2,69.4,90.4
27.0,62.6,75.1
30.8,53.6,70.8
25.7,39.4,79.2
25.3,47.3,91.4
22.1,51.5,100.0
30.9,25.9,59.4
22.7,72.0,90.9
30.6,77.0,60.8
16.0,41.9,76.8
22.7,64.3,92.2
23.1,70.7,84.4
22.1,48.3,97.0
16.1,37.9,71.7
17.6,56.2,86.2
22.7,34.3,86.9
30.4,56.7,72.8
24.9,58.4,82.0
20.0,66.0,87.2
21.5,46.6,100.0
19.8,41.3,90.0
26.3,76.4,72.2
22.5,65.3,87.8
21.3,40.1,96.4
22.7,58.1,89.0
30.4,84.0,52.5
23.6,63.5,87.2
31.2,77.1,56.1
25.0,69.0,84.7
20.5,56.1,88.6
25.4,73.0,81.5
28.5,48.3,77.7
29.5,53.0,74.8
31.4,35.4,67.6
31.6,57.8,65.4
21.5,34.7,91.9
24.0,30.7,87.5
29.2,79.6,65.1
17.5,31.5,75.3
28.1,46.8,79.0
30.9,42.3,67.4
25.1,46.1,84.9
26.5,45.6,88.1
29.5,56.0,72.3
31.3,59.9,63.6
29.6,81.8,63.7
25.5,68.2,77.7
28.9,51.7,82.3
24.0,63.2,85.0
22.9,38.9,89.1
22.3,32.1,91.5
24.9,62.7,89.1
28.8,33.8,67.8
26.6,50.3,84.2
29.7,84.9,59.6
20.5,80.5,80.0
23.8,58.3,93.1
30.8,80.5,62.3
28.0,30.2,72.2
24.7,37.7,87.8
19.9,64.9,87.3
18.2,83.3,74.5
31.5,60.9,66.8
27.2,50.6,78.9
16.7,70.4,75.9
27.1,79.4,69.4
26.1,56.5,86.7
30.4,26.8,65.7
18.2,53.3,85.6
20.7,32.4,88.5
29.7,59.5,70.4
25.2,72.2,75.7
21.6,62.5,93.7
18.9,55.9,90.0
26.9,65.9,81.7
29.7,58.4,68.6
30.6,70.8,66.8
21.6,79.3,81.1
26.2,77.1,75.7
30.7,31.3,68.5
24.5,27.6,85.6
29.2,25.1,70.5
31.4,75.7,62.7
21.7,57.1,92.4
22.4,38.3,89.0
28.9,31.6,68.5
26.8,37.6,84.0
30.6,27.7,59.5
29.2,25.7,65.4
19.7,31.9,80.4
19.3,53.3,93.6
22.2,60.9,91.6
26.6,39.3,80.3
22.2,55.8,93.6
16.1,46.8,82.6
26.9,57.1,76.3
16.7,43.0,76.1
26.7,65.7,76.0
26.8,27.6,74.5
20.3,53.1,95.0
22.8,55.4,96.5
31.4,75.7,55.7
26.4,63.0,78.6
22.7,81.4,79.6
28.0,84.7,63.9
31.9,85.0,56.1
25.6,43.2,80.7
24.4,61.0,89.8
30.1,47.8,77.7
25.6,34.1,83.3
29.5,37.8,73.5
31.2,54.1,67.7
23.8,52.0,92.7
22.9,31.7,92.0
20.5,59.8,91.2
22.6,28.0,87.7
26.1,66.3,82.4
24.9,49.1,94.6
18.2,37.3,81.4
21.4,64.5,94.3
28.7,33.6,73.0
21.0,68.2,86.7
19.3,49.2,88.5
16.8,51.1,84.1
23.9,55.4,94.8
30.7,83.3,57.6
17.1,53.2,88.0
27.2,65.2,72.6
22.3,52.9,97.8
17.5,80.7,74.8
31.6,44.5,71.4
22.3,81.5,79.9
18.1,40.0,83.8
18.4,76.9,74.7
29.9,67.4,67.9
18.2,81.0,71.1
21.5,53.6,96.1
16.4,39.5,77.4
31.0,55.8,68.4
25.0,74.5,75.3
21.1,58.9,91.7
16.9,60.8,76.5
30.7,56.9,68.0
27.2,53.2,83.3
17.0,45.7,82.0
30.7,53.5,74.9
21.5,35.6,91.9
23.3,71.2,86.0
26.3,72.4,80.1
27.5,36.0,75.5
28.3,72.2,72.0
27.9,48.9,82.7
22.0,78.3,90.7
31.5,78.4,59.4
17.2,57.6,76.6
28.5,61.1,70.8
26.9,58.0,82.8
23.6,35.8,86.9
16.8,32.0,71.1
31.8,46.7,66.2
28.1,25.3,66.0
17.7,43.8,86.6
21.7,34.1,90.4
30.0,56.2,72.4
18.3,47.1,82.8
25.6,51.3,87.4
31.1,51.4,70.0
27.0,45.2,78.5
27.1,75.8,70.4
24.0,43.1,85.8
22.1,30.1,94.2
21.5,32.1,93.7
20.0,64.7,83.4
19.1,34.7,84.0
23.0,55.2,98.5
28.5,42.0,80.8
28.3,75.1,72.5
31.1,34.7,66.5
17.1,69.4,78.4
29.3,25.4,64.3
19.7,43.8,91.2
29.9,79.4,59.4
16.9,55.3,78.8
26.4,37.7,85.1
27.8,62.6,73.8
21.8,75.4,91.4
19.5,29.8,86.2
18.9,34.5,78.0
28.5,82.6,63.5
23.5,78.1,81.6
16.3,53.6,79.2
25.8,76.6,71.1
28.6,52.3,80.3
25.3,62.2,84.3
26.4,33.7,73.8
28.2,63.5,69.7
25.9,37.0,82.0
17.8,46.6,84.3
21.9,42.5,96.5
29.5,51.9,77.8
20.1,58.7,89.9
24.1,38.3,87.1
32.0,45.5,69.5
21.3,55.4,98.8
26.7,67.9,74.1
18.6,68.7,83.5
22.0,64.3,95.1
21.8,42.7,91.0
29.6,47.8,71.5
20.8,64.9,89.5
29.1,27.8,69.7
20.6,84.3,75.7
17.7,27.4,72.1
20.3,27.8,83.6
26.9,82.4,69.4
25.6,76.6,80.1
26.4,58.7,80.8
19.5,38.2,86.5
31.3,84.3,58.7
22.1,61.6,95.2
21.4,51.8,94.9
28.1,84.4,61.5
25.4,30.5,81.6
18.7,80.7,75.8
27.7,61.0,76.3
16.0,41.6,81.0
19.1,41.6,89.9
17.6,64.7,83.3
31.4,74.9,58.3
17.1,47.8,86.1
28.4,37.7,72.4
21.5,80.8,84.8
22.3,72.1,90.9
30.5,64.0,70.6
29.3,72.0,68.6
22.2,67.0,89.0
17.9,39.1,78.4
21.7,73.7,86.1
23.8,71.2,85.1
31.6,69.8,59.2
31.6,52.8,67.2
16.1,55.4,77.7
19.4,52.9,94.4
28.6,51.3,80.7
21.4,50.9,94.9
20.7,44.3,93.1
22.2,28.8,90.2
29.8,39.7,65.9
20.9,70.6,82.8
27.0,37.5,77.4
22.2,32.6,92.9
29.6,51.1,78.9
26.2,84.5,69.0
18.1,38.3,82.1
20.2,71.8,84.3
19.3,60.1,85.4
23.7,40.4,85.5
31.0,78.0,61.5
16.3,28.0,67.0
22.3,33.7,95.5
20.7,79.6,79.3
18.4,79.0,70.9
29.3,48.8,81.2
27.0,36.4,74.8
29.6,36.3,71.6
16.3,28.6,71.0
27.2,82.8,63.6
31.3,38.7,67.8
20.1,49.3,92.2
16.5,27.0,74.9
26.2,28.1,75.9
20.3,71.5,79.7
24.5,77.9,80.7
26.9,59.9,79.3
28.0,43.9,78.8
29.0,71.3,69.3
20.6,62.4,92.0
31.8,70.9,56.9
30.2,47.6,76.1
20.7,81.0,85.4
27.3,46.9,83.2
29.6,76.6,62.1
21.4,64.3,94.8
22.5,64.3,95.7
17.7,46.2,81.7
22.0,39.4,98.6
19.4,71.8,82.4
22.0,46.3,95.8
21.9,49.4,99.9
29.8,46.4,78.9
27.8,51.6,79.5
16.7,74.8,73.2
17.0,69.9,77.3
30.8,78.2,57.8
28.8,62.4,76.8
28.3,29.2,65.4
22.3,80.9,83.7
22.6,65.3,95.2
26.4,83.8,66.8
16.9,36.5,75.3
30.7,81.8,54.3
21.3,27.3,84.1
17.1,34.0,81.4
31.2,38.0,60.6
30.9,55.0,65.8
26.2,41.4,81.1
19.2,50.7,87.6
27.9,67.9,75.1
22.2,31.7,92.4
19.8,80.1,83.5
21.2,56.2,93.0
25.8,46.6,84.3
31.0,70.1,59.1
31.1,37.5,62.7
16.6,73.3,72.8
27.6,48.5,80.9
18.5,32.3,75.9
27.6,73.8,72.6
21.5,33.2,95.2
20.2,31.1,83.4
30.7,66.6,68.6
22.9,76.0,89.5
27.6,84.1,65.0
19.0,38.5,81.6
30.6,33.3,61.8
30.9,54.5,70.2
16.1,60.8,78.9
23.3,64.6,93.4
24.9,80.9,72.0
18.5,77.0,80.8
24.6,43.7,89.6
17.8,83.5,73.1
24.6,32.7,86.1
26.5,27.6,76.8
30.6,79.6,55.0
30.9,48.1,75.8
24.6,81.2,76.8
27.6,44.2,75.3
30.2,75.1,61.4
16.1,42.5,74.0
20.9,63.8,91.3
22.8,60.3,88.6
22.3,28.3,84.9
20.8,68.4,87.0
16.7,74.6,70.8
16.8,53.3,81.6
28.2,26.3,68.4
25.5,36.4,79.5
30.0,57.0,73.2
27.8,60.6,72.1
27.3,46.4,82.8
29.2,34.8,65.3
28.7,42.0,80.0
21.2,78.9,85.9
17.2,26.0,71.3
28.1,51.1,79.3
17.4,62.0,80.5
26.8,77.7,75.3
23.8,72.3,79.1
19.9,38.0,82.9
22.5,68.9,86.8
18.8,52.8,85.0
27.9,82.2,67.5
20.3,40.9,88.5
17.2,59.7,77.9
28.5,27.5,68.1
30.0,36.8,71.4
18.2,64.1,85.0
21.8,84.7,87.1
17.6,76.0,73.4
31.7,50.7,68.6
20.8,28.8,90.9
22.0,31.4,89.3
21.0,54.7,97.9
18.5,58.1,81.6
26.7,41.6,83.4
16.7,43.5,82.4
17.1,60.2,77.2
22.5,26.7,89.5
17.7,41.7,79.9
21.8,59.1,99.6
24.7,49.2,96.1
28.6,82.0,62.9
18.9,44.6,83.2
18.0,37.6,83.0
18.9,27.5,76.9
26.1,83.4,73.9
26.8,29.9,74.1
27.7,64.0,78.8
19.1,41.3,88.6
27.3,31.0,74.2
18.4,82.1,71.6
25.0,32.6,79.7
22.2,39.5,90.2
27.1,75.5,76.4
17.6,36.9,79.7
21.5,80.8,82.9
26.5,82.7,74.3
31.1,76.4,58.1
27.7,55.4,82.7
30.5,61.0,68.8
22.9,35.0,93.1
24.3,33.8,86.2
16.9,65.2,74.9
24.6,74.1,82.9
19.9,45.3,91.4
25.7,71.5,80.3
25.9,40.3,85.1
27.9,37.0,72.8
25.4,71.7,77.8
16.2,34.9,71.7
30.2,49.9,78.2
21.0,59.3,90.8
22.6,76.3,84.7
25.4,49.4,89.2
29.1,26.4,66.5
31.3,53.9,70.6
23.9,68.8,80.6
21.2,64.3,93.6
23.8,60.5,89.4
20.6,55.2,96.8
16.4,50.3,77.6
21.7,39.0,90.0
18.6,51.0,89.9
29.7,41.9,68.9
25.7,68.0,76.6
24.6,53.1,91.8
27.5,50.8,82.3
22.2,35.9,90.7
18.5,56.8,89.3
17.8,84.0,72.9
16.7,27.7,74.7
24.3,42.4,93.9
27.2,84.0,67.3
20.3,78.0,77.9
28.4,69.1,70.3
21.6,72.8,87.5
21.1,32.9,87.7
21.9,29.8,91.7
31.9,75.3,58.8
17.5,43.1,79.3
23.5,51.1,90.1
16.8,41.1,82.4
19.6,61.1,83.4
31.8,56.4,63.6
22.6,25.8,82.3
25.3,67.5,84.8
23.2,66.1,84.5
16.7,29.3,70.2
18.7,51.5,92.6
16.1,79.9,62.7
27.5,34.2,79.1
19.8,76.1,78.2
25.5,48.5,85.3
28.5,79.6,63.0
17.2,26.2,73.6
16.4,37.4,79.9
26.5,73.9,77.5
23.4,57.9,92.3
20.0,84.3,73.5
19.4,32.7,86.2
27.0,54.6,85.3
28.6,71.8,67.8
17.7,30.8,79.5
22.4,50.2,100.0
20.2,31.3,80.9
18.2,26.0,74.5
31.0,52.4,67.3
25.2,82.8,75.9
18.2,72.9,74.6
27.5,51.4,79.3
26.2,44.0,87.8
19.4,60.1,85.3
20.6,46.1,92.0
22.9,56.2,94.3
24.4,80.9,73.9
16.4,29.3,75.3
23.5,72.9,83.4
30.1,55.4,72.1
18.0,68.1,74.2
18.7,60.1,84.1
29.3,64.4,75.1
30.9,47.7,70.9
24.6,81.2,78.8
19.1,48.6,93.8
19.3,57.5,91.8
